0localization,0.04045891761779785
0identification,0.03144383430480957
0multiple_points_motion_planning,4.845332145690918
0execution,16.390537977218628
0localization,0.04123497009277344
0identification,0.03229498863220215
0multiple_points_motion_planning,4.920670986175537
0execution,9.36221194267273
0localization,0.04140806198120117
0identification,0.03283405303955078
0multiple_points_motion_planning,4.77679705619812
0execution,16.871901988983154
0localization,0.04022216796875
0identification,0.03280019760131836
0multiple_points_motion_planning,4.814589023590088
0execution,10.242238998413086
19grasp label,2
1localization,0.06393289566040039
1identification,0.029646873474121094
0localization,0.04354691505432129
0identification,0.03056192398071289
0multiple_points_motion_planning,4.763861179351807
0execution,17.23980212211609
19grasp label,2
1localization,0.06376910209655762
1identification,0.03040599822998047
0localization,0.038453102111816406
0identification,0.030480146408081055
0multiple_points_motion_planning,4.825212001800537
0execution,16.65693688392639
19grasp label,2
1localization,0.06487798690795898
1identification,0.029857873916625977
0localization,0.04339480400085449
0identification,0.030239105224609375
0multiple_points_motion_planning,4.824844121932983
0execution,18.014703035354614
19grasp label,2
1localization,0.05888104438781738
1identification,0.030166149139404297
0localization,0.040985107421875
0identification,0.03236198425292969
0multiple_points_motion_planning,4.86170506477356
0execution,16.78502607345581
19grasp label,2
1localization,0.06531691551208496
1identification,0.029382944107055664
0localization,0.04223799705505371
0identification,0.031677961349487305
0multiple_points_motion_planning,4.916345119476318
0execution,8.986275911331177
19grasp label,2
1localization,0.06473994255065918
1identification,0.029684066772460938
0localization,0.03994107246398926
0identification,0.03224992752075195
0multiple_points_motion_planning,5.2303760051727295
0execution,8.943639993667603
19grasp label,
1localization,0.06785702705383301
1identification,0.033091068267822266
0localization,0.042326927185058594
0identification,0.055667877197265625
0multiple_points_motion_planning,4.777684926986694
0execution,9.493335962295532
19grasp label,2
1localization,0.06389307975769043
1identification,0.030174970626831055
1multiple_points_motion_planning,0.5271110534667969
1execution,16.79886794090271
19grasp label,2
2localization,0.06721615791320801
2identification,0.03047800064086914
2multiple_points_motion_planning,0.06870603561401367
2execution,9.689316034317017
19grasp label,2
3localization,0.06554007530212402
3identification,0.031568050384521484
3multiple_points_motion_planning,0.010354995727539062
3execution,9.423395156860352
19grasp label,2
4localization,0.06785893440246582
4identification,0.03151082992553711
4multiple_points_motion_planning,0.0004398822784423828
4execution,17.23447322845459
19grasp label,2
5localization,0.06452202796936035
5identification,0.0330510139465332
5multiple_points_motion_planning,0.00023102760314941406
5execution,17.035258054733276
19grasp label,
6localization,0.061335086822509766
6identification,0.02968311309814453
6multiple_points_motion_planning,0.0001499652862548828
6execution,18.181753873825073
19grasp label,2
7localization,0.06227612495422363
7identification,0.03187203407287598
7multiple_points_motion_planning,0.00015401840209960938
7execution,17.121953010559082
19grasp label,2
0localization,0.0433809757232666
0identification,0.03182101249694824
0multiple_points_motion_planning,5.121812105178833
0execution,18.17824101448059
0localization,0.04418587684631348
0identification,0.032134056091308594
0multiple_points_motion_planning,4.807774066925049
0execution,19.63016700744629
19grasp label,2
1localization,0.06768488883972168
1identification,0.030640125274658203
1multiple_points_motion_planning,0.5341091156005859
1execution,20.02036690711975
19grasp label,2
2localization,0.06135392189025879
2identification,0.03131604194641113
2multiple_points_motion_planning,0.07330799102783203
2execution,11.42677092552185
19grasp label,2
3localization,0.06869006156921387
3identification,0.030888080596923828
3multiple_points_motion_planning,0.009733200073242188
3execution,17.270203113555908
19grasp label,2
4localization,0.06753706932067871
4identification,0.032340049743652344
4multiple_points_motion_planning,0.0004220008850097656
4execution,19.951569080352783
19grasp label,2
5localization,0.06614017486572266
5identification,0.030048131942749023
5multiple_points_motion_planning,0.00021004676818847656
5execution,20.55896306037903
19grasp label,2
